[2025-08-13 16:18:15] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-20 14:14:56] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 206 criada | Status: sucesso
[2025-08-20 14:15:24] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-098 criado | Status: sucesso
[2025-08-20 14:15:24] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 207 criada | Status: sucesso
[2025-08-20 14:15:38] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-099 criado | Status: sucesso
[2025-08-20 14:15:38] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 208 criada | Status: sucesso
[2025-08-20 14:19:11] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-045 criado | Status: sucesso
[2025-08-20 14:19:11] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 209 criada | Status: sucesso
[2025-08-20 14:20:02] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-046 criado | Status: sucesso
[2025-08-20 14:20:02] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 210 criada | Status: sucesso
[2025-08-20 14:20:53] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 36 atualizado | Status: sucesso
[2025-08-20 14:22:05] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 36 atualizado | Status: sucesso
[2025-08-20 14:24:14] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 184 atualizado | Status: sucesso
[2025-08-20 14:24:39] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 184 atualizado | Status: sucesso
[2025-08-20 14:25:03] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 184 atualizado | Status: sucesso
[2025-08-20 14:26:51] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 184 atualizado | Status: sucesso
[2025-08-20 14:26:51] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 187 atualizada | Status: sucesso
[2025-08-20 14:28:37] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 187 atualizado | Status: sucesso
[2025-08-20 14:28:37] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 190 atualizada | Status: sucesso
[2025-08-20 14:29:29] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 201 atualizado | Status: sucesso
[2025-08-20 14:29:29] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 204 atualizada | Status: sucesso
[2025-08-20 14:31:45] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-047 criado | Status: sucesso
[2025-08-20 14:31:45] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 211 criada | Status: sucesso
[2025-08-20 14:32:49] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-048 criado | Status: sucesso
[2025-08-20 14:32:49] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 212 criada | Status: sucesso
[2025-08-20 14:33:41] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-049 criado | Status: sucesso
[2025-08-20 14:33:41] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 213 criada | Status: sucesso
[2025-08-20 14:34:39] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-046 criado | Status: sucesso
[2025-08-20 14:34:39] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 214 criada | Status: sucesso
[2025-08-20 14:35:55] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-047 criado | Status: sucesso
[2025-08-20 14:35:56] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 215 criada | Status: sucesso
[2025-08-20 14:36:33] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-048 criado | Status: sucesso
[2025-08-20 14:36:34] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 216 criada | Status: sucesso
[2025-08-20 14:36:59] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-100 criado | Status: sucesso
[2025-08-20 14:36:59] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 217 criada | Status: sucesso
[2025-08-20 14:40:05] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=26 | Status: sucesso
[2025-08-20 15:23:31] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-101 criado | Status: sucesso
[2025-08-20 15:23:31] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 218 criada | Status: sucesso
[2025-08-20 15:23:53] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-102 criado | Status: sucesso
[2025-08-20 15:23:53] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 219 criada | Status: sucesso
[2025-08-20 15:24:37] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-103 criado | Status: sucesso
[2025-08-20 15:24:37] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 220 criada | Status: sucesso
[2025-08-20 15:26:02] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-104 criado | Status: sucesso
[2025-08-20 15:26:02] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 221 criada | Status: sucesso
[2025-08-20 15:26:19] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-105 criado | Status: sucesso
[2025-08-20 15:26:19] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 222 criada | Status: sucesso
[2025-08-20 15:26:45] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-106 criado | Status: sucesso
[2025-08-20 15:26:45] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 223 criada | Status: sucesso
[2025-08-20 15:27:12] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-107 criado | Status: sucesso
[2025-08-20 15:27:12] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 224 criada | Status: sucesso
[2025-08-20 15:27:33] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-108 criado | Status: sucesso
[2025-08-20 15:27:33] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 225 criada | Status: sucesso
[2025-08-20 15:28:11] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-109 criado | Status: sucesso
[2025-08-20 15:28:11] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 226 criada | Status: sucesso
[2025-08-20 15:28:23] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-110 criado | Status: sucesso
[2025-08-20 15:28:23] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 227 criada | Status: sucesso
[2025-08-20 15:28:41] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-111 criado | Status: sucesso
[2025-08-20 15:28:41] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 228 criada | Status: sucesso
[2025-08-20 16:09:43] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-050 criado | Status: sucesso
[2025-08-20 16:09:43] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 229 criada | Status: sucesso
[2025-08-20 16:10:24] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-051 criado | Status: sucesso
[2025-08-20 16:10:24] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 230 criada | Status: sucesso
[2025-08-20 16:11:14] Usuario: admin_wh | Acao: desconectar_cabo | Detalhes: Conexão de cabo 232 desconectada | Status: sucesso
[2025-08-20 16:11:26] Usuario: admin_wh | Acao: desconectar_cabo | Detalhes: Conexão de cabo 233 desconectada | Status: sucesso
[2025-08-20 16:23:36] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-052 criado | Status: sucesso
[2025-08-20 16:23:36] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 231 criada | Status: sucesso
[2025-08-20 16:26:02] Usuario: admin_wh | Acao: excluir_cabo | Detalhes: Cabo ID 230 excluído | Status: sucesso
[2025-08-20 16:27:03] Usuario: admin_wh | Acao: excluir_cabo | Detalhes: Cabo ID 229 excluído | Status: sucesso
[2025-08-20 16:27:14] Usuario: admin_wh | Acao: excluir_cabo | Detalhes: Cabo ID 174 excluído | Status: sucesso
[2025-08-20 16:28:33] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-053 criado | Status: sucesso
[2025-08-20 16:28:33] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 232 criada | Status: sucesso
[2025-08-20 16:29:24] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-054 criado | Status: sucesso
[2025-08-20 16:29:24] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 233 criada | Status: sucesso
[2025-08-20 16:32:05] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-055 criado | Status: sucesso
[2025-08-20 16:32:05] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 234 criada | Status: sucesso
[2025-08-20 16:32:28] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-056 criado | Status: sucesso
[2025-08-20 16:32:28] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 235 criada | Status: sucesso
[2025-08-20 16:32:58] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-049 criado | Status: sucesso
[2025-08-20 16:32:58] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 236 criada | Status: sucesso
[2025-08-20 16:33:52] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-050 criado | Status: sucesso
[2025-08-20 16:33:52] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 237 criada | Status: sucesso
[2025-08-20 16:34:33] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-051 criado | Status: sucesso
[2025-08-20 16:34:33] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 238 criada | Status: sucesso
[2025-08-20 16:34:57] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-052 criado | Status: sucesso
[2025-08-20 16:34:57] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 239 criada | Status: sucesso
[2025-08-20 16:35:23] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-053 criado | Status: sucesso
[2025-08-20 16:35:23] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 240 criada | Status: sucesso
[2025-08-20 16:35:46] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-054 criado | Status: sucesso
[2025-08-20 16:35:46] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 241 criada | Status: sucesso
[2025-08-20 16:39:14] Usuario: admin_wh | Acao: desconectar_cabo | Detalhes: Conexão de cabo 235 desconectada | Status: sucesso
[2025-08-20 16:40:29] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-057 criado | Status: sucesso
[2025-08-20 16:40:29] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 242 criada | Status: sucesso
[2025-08-20 16:47:43] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=27 | Status: sucesso
[2025-08-21 08:11:49] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 08:11:49] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 08:18:45] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=27 | Status: sucesso
[2025-08-21 08:19:57] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=27 | Status: sucesso
[2025-08-21 08:20:49] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=27 | Status: sucesso
[2025-08-21 08:43:54] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-112 criado | Status: sucesso
[2025-08-21 08:43:54] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 243 criada | Status: sucesso
[2025-08-21 08:44:15] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-113 criado | Status: sucesso
[2025-08-21 08:44:15] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 244 criada | Status: sucesso
[2025-08-21 08:44:37] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-114 criado | Status: sucesso
[2025-08-21 08:44:37] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 245 criada | Status: sucesso
[2025-08-21 08:45:36] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-058 criado | Status: sucesso
[2025-08-21 08:45:36] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 246 criada | Status: sucesso
[2025-08-21 08:46:19] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-059 criado | Status: sucesso
[2025-08-21 08:46:19] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 247 criada | Status: sucesso
[2025-08-21 08:47:31] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-060 criado | Status: sucesso
[2025-08-21 08:47:31] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 248 criada | Status: sucesso
[2025-08-21 08:48:35] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-061 criado | Status: sucesso
[2025-08-21 08:48:35] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 249 criada | Status: sucesso
[2025-08-21 08:49:14] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-062 criado | Status: sucesso
[2025-08-21 08:49:14] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 250 criada | Status: sucesso
[2025-08-21 08:49:57] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-115 criado | Status: sucesso
[2025-08-21 08:49:57] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 251 criada | Status: sucesso
[2025-08-21 08:50:16] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-055 criado | Status: sucesso
[2025-08-21 08:50:16] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 252 criada | Status: sucesso
[2025-08-21 08:50:47] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-056 criado | Status: sucesso
[2025-08-21 08:50:47] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 253 criada | Status: sucesso
[2025-08-21 08:51:19] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-057 criado | Status: sucesso
[2025-08-21 08:51:19] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 254 criada | Status: sucesso
[2025-08-21 09:07:37] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=28 | Status: sucesso
[2025-08-21 09:08:41] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 09:08:53] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: empresa_01 | Status: erro
[2025-08-21 09:09:18] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: master | Status: erro
[2025-08-21 09:09:23] Usuario: master | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-21 09:10:11] Usuario: master | Acao: LOGOUT | Detalhes: Logout realizado - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-21 09:10:22] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:10:25] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada:  | Status: sucesso
[2025-08-21 09:11:15] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:11:22] Usuario: master | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-21 09:11:59] Usuario: master | Acao: LOGOUT | Detalhes: Logout realizado - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-21 09:12:09] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:12:09] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 09:22:15] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:22:38] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 09:22:38] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 09:30:51] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 09:31:04] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:31:04] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 09:34:45] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 09:34:54] Usuario: tecnico_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-21 09:34:54] Usuario: tecnico_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 09:36:51] Usuario: tecnico_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-21 09:37:01] Usuario: usuario_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-21 09:37:06] Usuario: usuario_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 09:37:23] Usuario: usuario_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-21 09:39:21] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 09:39:21] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 09:39:36] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 09:39:46] Usuario: tecnico_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico WH | Status: sucesso
[2025-08-21 09:39:46] Usuario: tecnico_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 09:40:37] Usuario: tecnico_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico WH | Status: sucesso
[2025-08-21 09:40:37] Usuario: tecnico_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 09:41:53] Usuario: tecnico_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico WH | Status: sucesso
[2025-08-21 09:41:53] Usuario: tecnico_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 09:48:54] Usuario: tecnico_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: tecnico, Nome: Técnico WH | Status: sucesso
[2025-08-21 09:49:05] Usuario: usuario_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: usuario, Nome: Usuário WH | Status: sucesso
[2025-08-21 09:49:05] Usuario: usuario_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 10:13:01] Usuario: usuario_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: usuario, Nome: Usuário WH | Status: sucesso
[2025-08-21 10:13:07] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 10:13:07] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 10:41:17] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 10:41:49] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 10:41:49] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 10:42:16] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 10:51:09] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 10:51:09] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-21 10:54:24] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-21 10:54:36] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 10:54:36] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-21 12:36:37] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-116 criado | Status: sucesso
[2025-08-21 12:36:37] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 255 criada | Status: sucesso
[2025-08-21 12:36:54] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-117 criado | Status: sucesso
[2025-08-21 12:36:54] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 256 criada | Status: sucesso
[2025-08-21 12:37:12] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-118 criado | Status: sucesso
[2025-08-21 12:37:12] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 257 criada | Status: sucesso
[2025-08-21 12:37:48] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-119 criado | Status: sucesso
[2025-08-21 12:37:48] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 258 criada | Status: sucesso
[2025-08-21 12:38:50] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-063 criado | Status: sucesso
[2025-08-21 12:38:50] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 259 criada | Status: sucesso
[2025-08-21 12:39:36] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-064 criado | Status: sucesso
[2025-08-21 12:39:36] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 260 criada | Status: sucesso
[2025-08-21 12:40:55] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-065 criado | Status: sucesso
[2025-08-21 12:40:55] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 261 criada | Status: sucesso
[2025-08-21 12:41:47] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-066 criado | Status: sucesso
[2025-08-21 12:41:47] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 262 criada | Status: sucesso
[2025-08-21 12:42:47] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-067 criado | Status: sucesso
[2025-08-21 12:42:47] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 263 criada | Status: sucesso
[2025-08-21 12:43:18] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-058 criado | Status: sucesso
[2025-08-21 12:43:18] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 264 criada | Status: sucesso
[2025-08-21 12:43:55] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-059 criado | Status: sucesso
[2025-08-21 12:43:56] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 265 criada | Status: sucesso
[2025-08-21 12:44:29] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-060 criado | Status: sucesso
[2025-08-21 12:44:29] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 266 criada | Status: sucesso
[2025-08-21 12:51:07] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=29 | Status: sucesso
[2025-08-21 14:28:28] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-120 criado | Status: sucesso
[2025-08-21 14:28:28] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 267 criada | Status: sucesso
[2025-08-21 14:29:10] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-068 criado | Status: sucesso
[2025-08-21 14:29:10] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 268 criada | Status: sucesso
[2025-08-21 14:29:42] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-069 criado | Status: sucesso
[2025-08-21 14:29:42] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 269 criada | Status: sucesso
[2025-08-21 14:30:07] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-061 criado | Status: sucesso
[2025-08-21 14:30:07] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 270 criada | Status: sucesso
[2025-08-21 14:30:42] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-062 criado | Status: sucesso
